12	[0.6848941645513683, 0.683775868848401, 0.6833671179820296, 0.6837585905651785, 0.6827776193841498, 0.6839475166773348, 0.685677788416325, 0.6852478115133603, 0.6985677307243925, 0.7295188250851683, 0.7423392111102758, 0.8992836561313792, 0.8770392106613853, 0.8826577992222794, 0.7430312917990132, 0.6933193222107691, 0.6801073821459123, 0.679536023067906, 0.6689165408453341, 0.667533116623805, 0.6726086809886966, 0.6783340734968697, 0.6815675634405342, 0.6832194667444489, 0.684644138787024, 0.6830566557072767, 0.6820169026714585, 0.6780436729419362, 0.6786769769410719, 0.6796358726034426, 0.6794556447316203, 0.6877049899843378]	[0.68440307249022, 0.6859654743244059, 0.6859247694939031, 0.6860628801326973, 0.6871289409686118, 0.6860559354466393, 0.6847667345912564, 0.6857288568265836, 0.6729138600658884, 0.6494813273287501, 0.6613592885538178, 0.5192306281179062, 0.4556767808942692, 0.3912464382673297, 0.4947450494852062, 0.6332124041862905, 0.6460706562851786, 0.6732696694205722, 0.6940841443297459, 0.6963678801417398, 0.6933403562786781, 0.6906194001782778, 0.6883773097144289, 0.6852580667614718, 0.6870829984447362, 0.6888571567809036, 0.6902588587434374, 0.6907350891514181, 0.6882862484328733, 0.6919728629626992, 0.6912135176655565, 0.680155979612561]	
13	[0.6848941645513683, 0.683775868848401, 0.6833671179820296, 0.6837585905651785, 0.6827776193841498, 0.6839475166773348, 0.685677788416325, 0.6852478115133603, 0.6985677307243925, 0.7295188250851683, 0.7423392111102758, 0.8992836561313792, 0.8770392106613853, 0.8826577992222794, 0.7430312917990132, 0.6933193222107691, 0.6801073821459123, 0.679536023067906, 0.6689165408453341, 0.667533116623805, 0.6726086809886966, 0.6783340734968697, 0.6815675634405342, 0.6832194667444489, 0.684644138787024, 0.6830566557072767, 0.6820169026714585, 0.6780436729419362, 0.6786769769410719, 0.6796358726034426, 0.6794556447316203, 0.6877049899843378]	[0.68440307249022, 0.6859654743244059, 0.6859247694939031, 0.6860628801326973, 0.6871289409686118, 0.6860559354466393, 0.6847667345912564, 0.6857288568265836, 0.6729138600658884, 0.6494813273287501, 0.6613592885538178, 0.5192306281179062, 0.4556767808942692, 0.3912464382673297, 0.4947450494852062, 0.6332124041862905, 0.6460706562851786, 0.6732696694205722, 0.6940841443297459, 0.6963678801417398, 0.6933403562786781, 0.6906194001782778, 0.6883773097144289, 0.6852580667614718, 0.6870829984447362, 0.6888571567809036, 0.6902588587434374, 0.6907350891514181, 0.6882862484328733, 0.6919728629626992, 0.6912135176655565, 0.680155979612561]	
14	[0.6848941645513683, 0.683775868848401, 0.6833671179820296, 0.6837585905651785, 0.6827776193841498, 0.6839475166773348, 0.685677788416325, 0.6852478115133603, 0.6985677307243925, 0.7295188250851683, 0.7423392111102758, 0.8992836561313792, 0.8770392106613853, 0.8826577992222794, 0.7430312917990132, 0.6933193222107691, 0.6801073821459123, 0.679536023067906, 0.6689165408453341, 0.667533116623805, 0.6726086809886966, 0.6783340734968697, 0.6815675634405342, 0.6832194667444489, 0.684644138787024, 0.6830566557072767, 0.6820169026714585, 0.6780436729419362, 0.6786769769410719, 0.6796358726034426, 0.6794556447316203, 0.6877049899843378]	[0.68440307249022, 0.6859654743244059, 0.6859247694939031, 0.6860628801326973, 0.6871289409686118, 0.6860559354466393, 0.6847667345912564, 0.6857288568265836, 0.6729138600658884, 0.6494813273287501, 0.6613592885538178, 0.5192306281179062, 0.4556767808942692, 0.3912464382673297, 0.4947450494852062, 0.6332124041862905, 0.6460706562851786, 0.6732696694205722, 0.6940841443297459, 0.6963678801417398, 0.6933403562786781, 0.6906194001782778, 0.6883773097144289, 0.6852580667614718, 0.6870829984447362, 0.6888571567809036, 0.6902588587434374, 0.6907350891514181, 0.6882862484328733, 0.6919728629626992, 0.6912135176655565, 0.680155979612561]	
15	[0.6848941645513683, 0.683775868848401, 0.6833671179820296, 0.6837585905651785, 0.6827776193841498, 0.6839475166773348, 0.685677788416325, 0.6852478115133603, 0.6985677307243925, 0.7295188250851683, 0.7423392111102758, 0.8992836561313792, 0.8770392106613853, 0.8826577992222794, 0.7430312917990132, 0.6933193222107691, 0.6801073821459123, 0.679536023067906, 0.6689165408453341, 0.667533116623805, 0.6726086809886966, 0.6783340734968697, 0.6815675634405342, 0.6832194667444489, 0.684644138787024, 0.6830566557072767, 0.6820169026714585, 0.6780436729419362, 0.6786769769410719, 0.6796358726034426, 0.6794556447316203, 0.6877049899843378]	[0.68440307249022, 0.6859654743244059, 0.6859247694939031, 0.6860628801326973, 0.6871289409686118, 0.6860559354466393, 0.6847667345912564, 0.6857288568265836, 0.6729138600658884, 0.6494813273287501, 0.6613592885538178, 0.5192306281179062, 0.4556767808942692, 0.3912464382673297, 0.4947450494852062, 0.6332124041862905, 0.6460706562851786, 0.6732696694205722, 0.6940841443297459, 0.6963678801417398, 0.6933403562786781, 0.6906194001782778, 0.6883773097144289, 0.6852580667614718, 0.6870829984447362, 0.6888571567809036, 0.6902588587434374, 0.6907350891514181, 0.6882862484328733, 0.6919728629626992, 0.6912135176655565, 0.680155979612561]	
16	[0.6848941645513683, 0.683775868848401, 0.6833671179820296, 0.6837585905651785, 0.6827776193841498, 0.6839475166773348, 0.685677788416325, 0.6852478115133603, 0.6985677307243925, 0.7295188250851683, 0.7423392111102758, 0.8992836561313792, 0.8770392106613853, 0.8826577992222794, 0.7430312917990132, 0.6933193222107691, 0.6801073821459123, 0.679536023067906, 0.6689165408453341, 0.667533116623805, 0.6726086809886966, 0.6783340734968697, 0.6815675634405342, 0.6832194667444489, 0.684644138787024, 0.6830566557072767, 0.6820169026714585, 0.6780436729419362, 0.6786769769410719, 0.6796358726034426, 0.6794556447316203, 0.6877049899843378]	[0.68440307249022, 0.6859654743244059, 0.6859247694939031, 0.6860628801326973, 0.6871289409686118, 0.6860559354466393, 0.6847667345912564, 0.6857288568265836, 0.6729138600658884, 0.6494813273287501, 0.6613592885538178, 0.5192306281179062, 0.4556767808942692, 0.3912464382673297, 0.4947450494852062, 0.6332124041862905, 0.6460706562851786, 0.6732696694205722, 0.6940841443297459, 0.6963678801417398, 0.6933403562786781, 0.6906194001782778, 0.6883773097144289, 0.6852580667614718, 0.6870829984447362, 0.6888571567809036, 0.6902588587434374, 0.6907350891514181, 0.6882862484328733, 0.6919728629626992, 0.6912135176655565, 0.680155979612561]	
17	[0.6848941645513683, 0.683775868848401, 0.6833671179820296, 0.6837585905651785, 0.6827776193841498, 0.6839475166773348, 0.685677788416325, 0.6852478115133603, 0.6985677307243925, 0.7295188250851683, 0.7423392111102758, 0.8992836561313792, 0.8770392106613853, 0.8826577992222794, 0.7430312917990132, 0.6933193222107691, 0.6801073821459123, 0.679536023067906, 0.6689165408453341, 0.667533116623805, 0.6726086809886966, 0.6783340734968697, 0.6815675634405342, 0.6832194667444489, 0.684644138787024, 0.6830566557072767, 0.6820169026714585, 0.6780436729419362, 0.6786769769410719, 0.6796358726034426, 0.6794556447316203, 0.6877049899843378]	[0.68440307249022, 0.6859654743244059, 0.6859247694939031, 0.6860628801326973, 0.6871289409686118, 0.6860559354466393, 0.6847667345912564, 0.6857288568265836, 0.6729138600658884, 0.6494813273287501, 0.6613592885538178, 0.5192306281179062, 0.4556767808942692, 0.3912464382673297, 0.4947450494852062, 0.6332124041862905, 0.6460706562851786, 0.6732696694205722, 0.6940841443297459, 0.6963678801417398, 0.6933403562786781, 0.6906194001782778, 0.6883773097144289, 0.6852580667614718, 0.6870829984447362, 0.6888571567809036, 0.6902588587434374, 0.6907350891514181, 0.6882862484328733, 0.6919728629626992, 0.6912135176655565, 0.680155979612561]	
18	[0.6848941645513683, 0.683775868848401, 0.6833671179820296, 0.6837585905651785, 0.6827776193841498, 0.6839475166773348, 0.685677788416325, 0.6852478115133603, 0.6985677307243925, 0.7295188250851683, 0.7423392111102758, 0.8992836561313792, 0.8770392106613853, 0.8826577992222794, 0.7430312917990132, 0.6933193222107691, 0.6801073821459123, 0.679536023067906, 0.6689165408453341, 0.667533116623805, 0.6726086809886966, 0.6783340734968697, 0.6815675634405342, 0.6832194667444489, 0.684644138787024, 0.6830566557072767, 0.6820169026714585, 0.6780436729419362, 0.6786769769410719, 0.6796358726034426, 0.6794556447316203, 0.6877049899843378]	[0.68440307249022, 0.6859654743244059, 0.6859247694939031, 0.6860628801326973, 0.6871289409686118, 0.6860559354466393, 0.6847667345912564, 0.6857288568265836, 0.6729138600658884, 0.6494813273287501, 0.6613592885538178, 0.5192306281179062, 0.4556767808942692, 0.3912464382673297, 0.4947450494852062, 0.6332124041862905, 0.6460706562851786, 0.6732696694205722, 0.6940841443297459, 0.6963678801417398, 0.6933403562786781, 0.6906194001782778, 0.6883773097144289, 0.6852580667614718, 0.6870829984447362, 0.6888571567809036, 0.6902588587434374, 0.6907350891514181, 0.6882862484328733, 0.6919728629626992, 0.6912135176655565, 0.680155979612561]	
19	[0.6848941645513683, 0.683775868848401, 0.6833671179820296, 0.6837585905651785, 0.6827776193841498, 0.6839475166773348, 0.685677788416325, 0.6852478115133603, 0.6985677307243925, 0.7295188250851683, 0.7423392111102758, 0.8992836561313792, 0.8770392106613853, 0.8826577992222794, 0.7430312917990132, 0.6933193222107691, 0.6801073821459123, 0.679536023067906, 0.6689165408453341, 0.667533116623805, 0.6726086809886966, 0.6783340734968697, 0.6815675634405342, 0.6832194667444489, 0.684644138787024, 0.6830566557072767, 0.6820169026714585, 0.6780436729419362, 0.6786769769410719, 0.6796358726034426, 0.6794556447316203, 0.6877049899843378]	[0.68440307249022, 0.6859654743244059, 0.6859247694939031, 0.6860628801326973, 0.6871289409686118, 0.6860559354466393, 0.6847667345912564, 0.6857288568265836, 0.6729138600658884, 0.6494813273287501, 0.6613592885538178, 0.5192306281179062, 0.4556767808942692, 0.3912464382673297, 0.4947450494852062, 0.6332124041862905, 0.6460706562851786, 0.6732696694205722, 0.6940841443297459, 0.6963678801417398, 0.6933403562786781, 0.6906194001782778, 0.6883773097144289, 0.6852580667614718, 0.6870829984447362, 0.6888571567809036, 0.6902588587434374, 0.6907350891514181, 0.6882862484328733, 0.6919728629626992, 0.6912135176655565, 0.680155979612561]	
20	[0.6848941645513683, 0.683775868848401, 0.6833671179820296, 0.6837585905651785, 0.6827776193841498, 0.6839475166773348, 0.685677788416325, 0.6852478115133603, 0.6985677307243925, 0.7295188250851683, 0.7423392111102758, 0.8992836561313792, 0.8770392106613853, 0.8826577992222794, 0.7430312917990132, 0.6933193222107691, 0.6801073821459123, 0.679536023067906, 0.6689165408453341, 0.667533116623805, 0.6726086809886966, 0.6783340734968697, 0.6815675634405342, 0.6832194667444489, 0.684644138787024, 0.6830566557072767, 0.6820169026714585, 0.6780436729419362, 0.6786769769410719, 0.6796358726034426, 0.6794556447316203, 0.6877049899843378]	[0.68440307249022, 0.6859654743244059, 0.6859247694939031, 0.6860628801326973, 0.6871289409686118, 0.6860559354466393, 0.6847667345912564, 0.6857288568265836, 0.6729138600658884, 0.6494813273287501, 0.6613592885538178, 0.5192306281179062, 0.4556767808942692, 0.3912464382673297, 0.4947450494852062, 0.6332124041862905, 0.6460706562851786, 0.6732696694205722, 0.6940841443297459, 0.6963678801417398, 0.6933403562786781, 0.6906194001782778, 0.6883773097144289, 0.6852580667614718, 0.6870829984447362, 0.6888571567809036, 0.6902588587434374, 0.6907350891514181, 0.6882862484328733, 0.6919728629626992, 0.6912135176655565, 0.680155979612561]	
21	[0.6848941645513683, 0.683775868848401, 0.6833671179820296, 0.6837585905651785, 0.6827776193841498, 0.6839475166773348, 0.685677788416325, 0.6852478115133603, 0.6985677307243925, 0.7295188250851683, 0.7423392111102758, 0.8992836561313792, 0.8770392106613853, 0.8826577992222794, 0.7430312917990132, 0.6933193222107691, 0.6801073821459123, 0.679536023067906, 0.6689165408453341, 0.667533116623805, 0.6726086809886966, 0.6783340734968697, 0.6815675634405342, 0.6832194667444489, 0.684644138787024, 0.6830566557072767, 0.6820169026714585, 0.6780436729419362, 0.6786769769410719, 0.6796358726034426, 0.6794556447316203, 0.6877049899843378]	[0.68440307249022, 0.6859654743244059, 0.6859247694939031, 0.6860628801326973, 0.6871289409686118, 0.6860559354466393, 0.6847667345912564, 0.6857288568265836, 0.6729138600658884, 0.6494813273287501, 0.6613592885538178, 0.5192306281179062, 0.4556767808942692, 0.3912464382673297, 0.4947450494852062, 0.6332124041862905, 0.6460706562851786, 0.6732696694205722, 0.6940841443297459, 0.6963678801417398, 0.6933403562786781, 0.6906194001782778, 0.6883773097144289, 0.6852580667614718, 0.6870829984447362, 0.6888571567809036, 0.6902588587434374, 0.6907350891514181, 0.6882862484328733, 0.6919728629626992, 0.6912135176655565, 0.680155979612561]	
22	[0.6848941645513683, 0.683775868848401, 0.6833671179820296, 0.6837585905651785, 0.6827776193841498, 0.6839475166773348, 0.685677788416325, 0.6852478115133603, 0.6985677307243925, 0.7295188250851683, 0.7423392111102758, 0.8992836561313792, 0.8770392106613853, 0.8826577992222794, 0.7430312917990132, 0.6933193222107691, 0.6801073821459123, 0.679536023067906, 0.6689165408453341, 0.667533116623805, 0.6726086809886966, 0.6783340734968697, 0.6815675634405342, 0.6832194667444489, 0.684644138787024, 0.6830566557072767, 0.6820169026714585, 0.6780436729419362, 0.6786769769410719, 0.6796358726034426, 0.6794556447316203, 0.6877049899843378]	[0.68440307249022, 0.6859654743244059, 0.6859247694939031, 0.6860628801326973, 0.6871289409686118, 0.6860559354466393, 0.6847667345912564, 0.6857288568265836, 0.6729138600658884, 0.6494813273287501, 0.6613592885538178, 0.5192306281179062, 0.4556767808942692, 0.3912464382673297, 0.4947450494852062, 0.6332124041862905, 0.6460706562851786, 0.6732696694205722, 0.6940841443297459, 0.6963678801417398, 0.6933403562786781, 0.6906194001782778, 0.6883773097144289, 0.6852580667614718, 0.6870829984447362, 0.6888571567809036, 0.6902588587434374, 0.6907350891514181, 0.6882862484328733, 0.6919728629626992, 0.6912135176655565, 0.680155979612561]	
23	[0.6848941645513683, 0.683775868848401, 0.6833671179820296, 0.6837585905651785, 0.6827776193841498, 0.6839475166773348, 0.685677788416325, 0.6852478115133603, 0.6985677307243925, 0.7295188250851683, 0.7423392111102758, 0.8992836561313792, 0.8770392106613853, 0.8826577992222794, 0.7430312917990132, 0.6933193222107691, 0.6801073821459123, 0.679536023067906, 0.6689165408453341, 0.667533116623805, 0.6726086809886966, 0.6783340734968697, 0.6815675634405342, 0.6832194667444489, 0.684644138787024, 0.6830566557072767, 0.6820169026714585, 0.6780436729419362, 0.6786769769410719, 0.6796358726034426, 0.6794556447316203, 0.6877049899843378]	[0.68440307249022, 0.6859654743244059, 0.6859247694939031, 0.6860628801326973, 0.6871289409686118, 0.6860559354466393, 0.6847667345912564, 0.6857288568265836, 0.6729138600658884, 0.6494813273287501, 0.6613592885538178, 0.5192306281179062, 0.4556767808942692, 0.3912464382673297, 0.4947450494852062, 0.6332124041862905, 0.6460706562851786, 0.6732696694205722, 0.6940841443297459, 0.6963678801417398, 0.6933403562786781, 0.6906194001782778, 0.6883773097144289, 0.6852580667614718, 0.6870829984447362, 0.6888571567809036, 0.6902588587434374, 0.6907350891514181, 0.6882862484328733, 0.6919728629626992, 0.6912135176655565, 0.680155979612561]	
24	[0.6848941645513683, 0.683775868848401, 0.6833671179820296, 0.6837585905651785, 0.6827776193841498, 0.6839475166773348, 0.685677788416325, 0.6852478115133603, 0.6985677307243925, 0.7295188250851683, 0.7423392111102758, 0.8992836561313792, 0.8770392106613853, 0.8826577992222794, 0.7430312917990132, 0.6933193222107691, 0.6801073821459123, 0.679536023067906, 0.6689165408453341, 0.667533116623805, 0.6726086809886966, 0.6783340734968697, 0.6815675634405342, 0.6832194667444489, 0.684644138787024, 0.6830566557072767, 0.6820169026714585, 0.6780436729419362, 0.6786769769410719, 0.6796358726034426, 0.6794556447316203, 0.6877049899843378]	[0.68440307249022, 0.6859654743244059, 0.6859247694939031, 0.6860628801326973, 0.6871289409686118, 0.6860559354466393, 0.6847667345912564, 0.6857288568265836, 0.6729138600658884, 0.6494813273287501, 0.6613592885538178, 0.5192306281179062, 0.4556767808942692, 0.3912464382673297, 0.4947450494852062, 0.6332124041862905, 0.6460706562851786, 0.6732696694205722, 0.6940841443297459, 0.6963678801417398, 0.6933403562786781, 0.6906194001782778, 0.6883773097144289, 0.6852580667614718, 0.6870829984447362, 0.6888571567809036, 0.6902588587434374, 0.6907350891514181, 0.6882862484328733, 0.6919728629626992, 0.6912135176655565, 0.680155979612561]	
25	[0.6848941645513683, 0.683775868848401, 0.6833671179820296, 0.6837585905651785, 0.6827776193841498, 0.6839475166773348, 0.685677788416325, 0.6852478115133603, 0.6985677307243925, 0.7295188250851683, 0.7423392111102758, 0.8992836561313792, 0.8770392106613853, 0.8826577992222794, 0.7430312917990132, 0.6933193222107691, 0.6801073821459123, 0.679536023067906, 0.6689165408453341, 0.667533116623805, 0.6726086809886966, 0.6783340734968697, 0.6815675634405342, 0.6832194667444489, 0.684644138787024, 0.6830566557072767, 0.6820169026714585, 0.6780436729419362, 0.6786769769410719, 0.6796358726034426, 0.6794556447316203, 0.6877049899843378]	[0.68440307249022, 0.6859654743244059, 0.6859247694939031, 0.6860628801326973, 0.6871289409686118, 0.6860559354466393, 0.6847667345912564, 0.6857288568265836, 0.6729138600658884, 0.6494813273287501, 0.6613592885538178, 0.5192306281179062, 0.4556767808942692, 0.3912464382673297, 0.4947450494852062, 0.6332124041862905, 0.6460706562851786, 0.6732696694205722, 0.6940841443297459, 0.6963678801417398, 0.6933403562786781, 0.6906194001782778, 0.6883773097144289, 0.6852580667614718, 0.6870829984447362, 0.6888571567809036, 0.6902588587434374, 0.6907350891514181, 0.6882862484328733, 0.6919728629626992, 0.6912135176655565, 0.680155979612561]	
26	[0.6848941645513683, 0.683775868848401, 0.6833671179820296, 0.6837585905651785, 0.6827776193841498, 0.6839475166773348, 0.685677788416325, 0.6852478115133603, 0.6985677307243925, 0.7295188250851683, 0.7423392111102758, 0.8992836561313792, 0.8770392106613853, 0.8826577992222794, 0.7430312917990132, 0.6933193222107691, 0.6801073821459123, 0.679536023067906, 0.6689165408453341, 0.667533116623805, 0.6726086809886966, 0.6783340734968697, 0.6815675634405342, 0.6832194667444489, 0.684644138787024, 0.6830566557072767, 0.6820169026714585, 0.6780436729419362, 0.6786769769410719, 0.6796358726034426, 0.6794556447316203, 0.6877049899843378]	[0.68440307249022, 0.6859654743244059, 0.6859247694939031, 0.6860628801326973, 0.6871289409686118, 0.6860559354466393, 0.6847667345912564, 0.6857288568265836, 0.6729138600658884, 0.6494813273287501, 0.6613592885538178, 0.5192306281179062, 0.4556767808942692, 0.3912464382673297, 0.4947450494852062, 0.6332124041862905, 0.6460706562851786, 0.6732696694205722, 0.6940841443297459, 0.6963678801417398, 0.6933403562786781, 0.6906194001782778, 0.6883773097144289, 0.6852580667614718, 0.6870829984447362, 0.6888571567809036, 0.6902588587434374, 0.6907350891514181, 0.6882862484328733, 0.6919728629626992, 0.6912135176655565, 0.680155979612561]	
27	[0.6848941645513683, 0.683775868848401, 0.6833671179820296, 0.6837585905651785, 0.6827776193841498, 0.6839475166773348, 0.685677788416325, 0.6852478115133603, 0.6985677307243925, 0.7295188250851683, 0.7423392111102758, 0.8992836561313792, 0.8770392106613853, 0.8826577992222794, 0.7430312917990132, 0.6933193222107691, 0.6801073821459123, 0.679536023067906, 0.6689165408453341, 0.667533116623805, 0.6726086809886966, 0.6783340734968697, 0.6815675634405342, 0.6832194667444489, 0.684644138787024, 0.6830566557072767, 0.6820169026714585, 0.6780436729419362, 0.6786769769410719, 0.6796358726034426, 0.6794556447316203, 0.6877049899843378]	[0.68440307249022, 0.6859654743244059, 0.6859247694939031, 0.6860628801326973, 0.6871289409686118, 0.6860559354466393, 0.6847667345912564, 0.6857288568265836, 0.6729138600658884, 0.6494813273287501, 0.6613592885538178, 0.5192306281179062, 0.4556767808942692, 0.3912464382673297, 0.4947450494852062, 0.6332124041862905, 0.6460706562851786, 0.6732696694205722, 0.6940841443297459, 0.6963678801417398, 0.6933403562786781, 0.6906194001782778, 0.6883773097144289, 0.6852580667614718, 0.6870829984447362, 0.6888571567809036, 0.6902588587434374, 0.6907350891514181, 0.6882862484328733, 0.6919728629626992, 0.6912135176655565, 0.680155979612561]	
28	[0.6848941645513683, 0.683775868848401, 0.6833671179820296, 0.6837585905651785, 0.6827776193841498, 0.6839475166773348, 0.685677788416325, 0.6852478115133603, 0.6985677307243925, 0.7295188250851683, 0.7423392111102758, 0.8992836561313792, 0.8770392106613853, 0.8826577992222794, 0.7430312917990132, 0.6933193222107691, 0.6801073821459123, 0.679536023067906, 0.6689165408453341, 0.667533116623805, 0.6726086809886966, 0.6783340734968697, 0.6815675634405342, 0.6832194667444489, 0.684644138787024, 0.6830566557072767, 0.6820169026714585, 0.6780436729419362, 0.6786769769410719, 0.6796358726034426, 0.6794556447316203, 0.6877049899843378]	[0.68440307249022, 0.6859654743244059, 0.6859247694939031, 0.6860628801326973, 0.6871289409686118, 0.6860559354466393, 0.6847667345912564, 0.6857288568265836, 0.6729138600658884, 0.6494813273287501, 0.6613592885538178, 0.5192306281179062, 0.4556767808942692, 0.3912464382673297, 0.4947450494852062, 0.6332124041862905, 0.6460706562851786, 0.6732696694205722, 0.6940841443297459, 0.6963678801417398, 0.6933403562786781, 0.6906194001782778, 0.6883773097144289, 0.6852580667614718, 0.6870829984447362, 0.6888571567809036, 0.6902588587434374, 0.6907350891514181, 0.6882862484328733, 0.6919728629626992, 0.6912135176655565, 0.680155979612561]	
29	[0.6848941645513683, 0.683775868848401, 0.6833671179820296, 0.6837585905651785, 0.6827776193841498, 0.6839475166773348, 0.685677788416325, 0.6852478115133603, 0.6985677307243925, 0.7295188250851683, 0.7423392111102758, 0.8992836561313792, 0.8770392106613853, 0.8826577992222794, 0.7430312917990132, 0.6933193222107691, 0.6801073821459123, 0.679536023067906, 0.6689165408453341, 0.667533116623805, 0.6726086809886966, 0.6783340734968697, 0.6815675634405342, 0.6832194667444489, 0.684644138787024, 0.6830566557072767, 0.6820169026714585, 0.6780436729419362, 0.6786769769410719, 0.6796358726034426, 0.6794556447316203, 0.6877049899843378]	[0.68440307249022, 0.6859654743244059, 0.6859247694939031, 0.6860628801326973, 0.6871289409686118, 0.6860559354466393, 0.6847667345912564, 0.6857288568265836, 0.6729138600658884, 0.6494813273287501, 0.6613592885538178, 0.5192306281179062, 0.4556767808942692, 0.3912464382673297, 0.4947450494852062, 0.6332124041862905, 0.6460706562851786, 0.6732696694205722, 0.6940841443297459, 0.6963678801417398, 0.6933403562786781, 0.6906194001782778, 0.6883773097144289, 0.6852580667614718, 0.6870829984447362, 0.6888571567809036, 0.6902588587434374, 0.6907350891514181, 0.6882862484328733, 0.6919728629626992, 0.6912135176655565, 0.680155979612561]	
30	[0.6848941645513683, 0.683775868848401, 0.6833671179820296, 0.6837585905651785, 0.6827776193841498, 0.6839475166773348, 0.685677788416325, 0.6852478115133603, 0.6985677307243925, 0.7295188250851683, 0.7423392111102758, 0.8992836561313792, 0.8770392106613853, 0.8826577992222794, 0.7430312917990132, 0.6933193222107691, 0.6801073821459123, 0.679536023067906, 0.6689165408453341, 0.667533116623805, 0.6726086809886966, 0.6783340734968697, 0.6815675634405342, 0.6832194667444489, 0.684644138787024, 0.6830566557072767, 0.6820169026714585, 0.6780436729419362, 0.6786769769410719, 0.6796358726034426, 0.6794556447316203, 0.6877049899843378]	[0.68440307249022, 0.6859654743244059, 0.6859247694939031, 0.6860628801326973, 0.6871289409686118, 0.6860559354466393, 0.6847667345912564, 0.6857288568265836, 0.6729138600658884, 0.6494813273287501, 0.6613592885538178, 0.5192306281179062, 0.4556767808942692, 0.3912464382673297, 0.4947450494852062, 0.6332124041862905, 0.6460706562851786, 0.6732696694205722, 0.6940841443297459, 0.6963678801417398, 0.6933403562786781, 0.6906194001782778, 0.6883773097144289, 0.6852580667614718, 0.6870829984447362, 0.6888571567809036, 0.6902588587434374, 0.6907350891514181, 0.6882862484328733, 0.6919728629626992, 0.6912135176655565, 0.680155979612561]	
31	[0.6848941645513683, 0.683775868848401, 0.6833671179820296, 0.6837585905651785, 0.6827776193841498, 0.6839475166773348, 0.685677788416325, 0.6852478115133603, 0.6985677307243925, 0.7295188250851683, 0.7423392111102758, 0.8992836561313792, 0.8770392106613853, 0.8826577992222794, 0.7430312917990132, 0.6933193222107691, 0.6801073821459123, 0.679536023067906, 0.6689165408453341, 0.667533116623805, 0.6726086809886966, 0.6783340734968697, 0.6815675634405342, 0.6832194667444489, 0.684644138787024, 0.6830566557072767, 0.6820169026714585, 0.6780436729419362, 0.6786769769410719, 0.6796358726034426, 0.6794556447316203, 0.6877049899843378]	[0.68440307249022, 0.6859654743244059, 0.6859247694939031, 0.6860628801326973, 0.6871289409686118, 0.6860559354466393, 0.6847667345912564, 0.6857288568265836, 0.6729138600658884, 0.6494813273287501, 0.6613592885538178, 0.5192306281179062, 0.4556767808942692, 0.3912464382673297, 0.4947450494852062, 0.6332124041862905, 0.6460706562851786, 0.6732696694205722, 0.6940841443297459, 0.6963678801417398, 0.6933403562786781, 0.6906194001782778, 0.6883773097144289, 0.6852580667614718, 0.6870829984447362, 0.6888571567809036, 0.6902588587434374, 0.6907350891514181, 0.6882862484328733, 0.6919728629626992, 0.6912135176655565, 0.680155979612561]	
